SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Leptopterus chabert,Chabert Vanga,chavan2,species,19983.0,CHVA,LECH,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Mystacornis crossleyi,Crossley's Vanga,crobab1,species,19986.0,CRVA,MYCR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Cyanolanius comorensis,Comoro Blue Vanga,bluvan2,species,19987.0,CBVA,CYCO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Cyanolanius madagascarinus,Madagascar Blue Vanga,bluvan3,species,19990.0,MBVA,CYMA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Vanga curvirostris,Hook-billed Vanga,hobvan1,species,19991.0,HBVA,VACU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Pseudobias wardi,Ward's Vanga,warfly1,species,19994.0,WAFL WAVA,PSWA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Schetba rufa,Rufous Vanga,rufvan1,species,19995.0,RUVA,SCRU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Euryceros prevostii,Helmet Vanga,helvan1,species,19998.0,HEVA,EUPR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Oriolia bernieri,Bernier's Vanga,bervan1,species,19999.0,BEVA,ORBE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Falculea palliata,Sickle-billed Vanga,sibvan1,species,20000.0,SBVA,FAPA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Artamella viridis,White-headed Vanga,whhvan1,species,20001.0,WHVA,ARVI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Xenopirostris polleni,Pollen's Vanga,polvan1,species,20004.0,POVA,XEPO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Xenopirostris xenopirostris,Lafresnaye's Vanga,lafvan1,species,20005.0,LAVA,XEXE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Xenopirostris damii,Van Dam's Vanga,vadvan1,species,20006.0,VDVA,XEDA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Pityriasis gymnocephala,Bornean Bristlehead,borbri1,species,20009.0,BOBR,PIGY,,Passeriformes,Bristlehead,Pityriasidae,,,,pityri1
Aegithina tiphia,Common Iora,comior1,species,20011.0,COIO,AETI,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Aegithina nigrolutea,White-tailed Iora,whtior1,species,20023.0,MAIO WTIO,AENI,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Aegithina viridissima,Green Iora,greior2,species,20025.0,GRIO,AEVI,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Aegithina lafresnayei,Great Iora,greior1,species,20028.0,GRIO,AELA,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Nilaus afer,Brubru,brubru1,species,20034.0,BRUB,NIAF,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus gambensis,Northern Puffback,norpuf1,species,20044.0,NOPU,DRGA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus pringlii,Pringle's Puffback,pripuf1,species,20049.0,PRPU,DRPR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus cubla,Black-backed Puffback,blbpuf2,species,20050.0,BBPU,DRCU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus senegalensis,Red-eyed Puffback,reepuf1,species,20057.0,REPU,DRSE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus angolensis,Pink-footed Puffback,pifpuf1,species,20058.0,PFPU,DRAN,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus sabini,Sabine's Puffback,labpuf1,species,20062.0,SAPU,DRSA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Bocagia minuta,Marsh Tchagra,martch2,species,20066.0,MATC,BOMI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra senegalus,Black-crowned Tchagra,bkctch1,species,20071.0,BCTC,TCSE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra australis,Brown-crowned Tchagra,brctch1,species,20083.0,BCTC,TCAU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra jamesi,Three-streaked Tchagra,thstch1,species,20093.0,TSTC,TCJA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra tchagra,Southern Tchagra,soutch1,species,20096.0,SOTC,TCTC,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius ruficeps,Red-naped Bushshrike,renbus1,species,20101.0,RNBU,LARU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius nigerrimus,Coastal Boubou,sombou1,species,20105.0,BLBO MABO COBO,LANI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius luehderi,Lühder's Bushshrike,luebus1,species,20106.0,LÜBU LUBU,LALU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius brauni,Braun's Bushshrike,brabus1,species,20107.0,BRBU,LABR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius amboimensis,Gabela Bushshrike,gabbus1,species,20108.0,GABU,LAAM,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius turatii,Turati's Boubou,turbou1,species,20109.0,TUBO,LATU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius aethiopicus,Ethiopian Boubou,trobou2,species,20110.0,ETBO TRBO,LAAE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius major,Tropical Boubou,trobou1,species,20111.0,TRBO,LAMA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius sublacteus,Zanzibar Boubou,zanbou1,species,20116.0,ZABO ECBO,LASU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius bicolor,Gabon Boubou,gabbou1,species,20117.0,SWBO GABO,LABI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius ferrugineus,Southern Boubou,soubou1,species,20122.0,SOBO,LAFE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius barbarus,Yellow-crowned Gonolek,comgon1,species,20129.0,YCGO,LABA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius erythrogaster,Black-headed Gonolek,blhgon1,species,20132.0,BHGO,LAER,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius atrococcineus,Crimson-breasted Gonolek,crbgon1,species,20133.0,CBGO CBSH,LAAT,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius mufumbiri,Papyrus Gonolek,papgon1,species,20134.0,PAGO,LAMU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius atroflavus,Yellow-breasted Boubou,yebbou1,species,20135.0,YBBO,LAAT,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius funebris,Slate-colored Boubou,slcbou1,species,20136.0,SCBO,LAFU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius leucorhynchus,Lowland Sooty Boubou,soobou1,species,20139.0,SOBO LSBO,LALE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius willardi,Willard's Sooty Boubou,wisbou1,species,20140.0,WSBO MSBO,LAWI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius poensis,Western Boubou,mosbou1,species,20141.0,WEBO MSBO,LAPO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius holomelas,Albertine Boubou,mosbou4,species,20144.0,ASBO ALBO,LAHO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius fuelleborni,Fülleborn's Boubou,fuebou1,species,20145.0,FÜBO FUBO,LAFU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Rhodophoneus cruentus,Rosy-patched Bushshrike,ropbus1,species,20149.0,RPBU,RHCR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus zeylonus,Bokmakierie,bokmak1,species,20153.0,BOKM,TEZE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus viridis,Four-colored Bushshrike,focbus2,species,20159.0,FCBU GOBU,TEVI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus dohertyi,Doherty's Bushshrike,dohbus1,species,20165.0,DOBU,TEDO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chlorophoneus bocagei,Gray-green Bushshrike,gygbus1,species,20166.0,GGBU BOBU,CHBO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chlorophoneus sulfureopectus,Sulphur-breasted Bushshrike,subbus1,species,20169.0,SBBU OBBU,CHSU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chlorophoneus olivaceus,Olive Bushshrike,olibus1,species,20172.0,OLBU,CHOL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chlorophoneus multicolor,Many-colored Bushshrike,macbus2,species,20178.0,MCBU,CHMU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chlorophoneus nigrifrons,Black-fronted Bushshrike,blfbus1,species,20182.0,BFBU,CHNI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chlorophoneus kupeensis,Mount Kupe Bushshrike,mtkbus1,species,20186.0,MKBU,CHKU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus cruentus,Fiery-breasted Bushshrike,fibbus1,species,20187.0,FBBU,MACR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus lagdeni,Lagden's Bushshrike,lagbus1,species,20188.0,LABU,MALA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus gladiator,Green-breasted Bushshrike,grbbus1,species,20191.0,GBBU,MAGL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus blanchoti,Gray-headed Bushshrike,gyhbus1,species,20192.0,GHBU,MABL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus monteiri,Monteiro's Bushshrike,monbus1,species,20200.0,MOBU,MAMO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus alius,Uluguru Bushshrike,ulubus1,species,20203.0,ULBU,MAAL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chaetorhynchus papuensis,Drongo Fantail,papdro1,species,20206.0,DRFA,CHPA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Eutrichomyias rowleyi,Cerulean Flycatcher,cepfly1,species,20207.0,CEFL,EURO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Lamprolia victoriae,Taveuni Silktail,silkta2,species,20208.0,TASI,LAVI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Lamprolia klinesmithi,Natewa Silktail,silkta3,species,20209.0,NASI,LAKL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura atra,Black Fantail,blafan1,species,20210.0,BLFA,RHAT,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,bacfan1,species,20213.0,BACF,RHNI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura superciliaris,Mindanao Blue-Fantail,blufan1,species,20216.0,MBFA MIBF,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura samarensis,Visayan Blue-Fantail,visblf1,species,20219.0,VBFA VIBF,RHSA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura sauli,Tablas Fantail,tabfan1,species,20220.0,TAFA,RHSA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albiventris,Visayan Fantail,visfan1,species,20221.0,VIFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura cyaniceps,Blue-headed Fantail,blhfan1,species,20222.0,BHFA,RHCY,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura perlata,Spotted Fantail,spofan1,species,20225.0,SPFA,RHPE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura fuscorufa,Cinnamon-tailed Fantail,citfan1,species,20226.0,CTFA,RHFU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura cockerelli,White-winged Fantail,whwfan1,species,20227.0,WWFA WWGF,RHCO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura coultasi,White-gorgeted Fantail,cocfan4,species,20235.0,WGFA,RHCO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufiventris,Northern Fantail,norfan1,species,20236.0,NOFA NFSP,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura diluta,Brown-capped Fantail,brcfan1,species,20260.0,BCFA,RHDI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura threnothorax,Sooty Thicket-Fantail,sotfan1,species,20263.0,SOTF STFA,RHTH,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura maculipectus,Black Thicket-Fantail,bltfan1,species,20266.0,BTFA BLTF,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura leucothorax,White-bellied Thicket-Fantail,wbtfan1,species,20267.0,WBTF,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura leucophrys,Willie-wagtail,wilwag1,species,20270.0,WIWA,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura javanica,Malaysian Pied-Fantail,piefan1,species,20274.0,MAPF MPFA SPFA,RHJA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura nigritorquis,Philippine Pied-Fantail,phipif1,species,20277.0,PPFA PHPF,RHNI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albicollis,White-throated Fantail,whtfan1,species,20278.0,WTFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albogularis,Spot-breasted Fantail,spbfan1,species,20288.0,SBFA WSFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura phoenicura,Rufous-tailed Fantail,rutfan1,species,20293.0,RTFA,RHPH,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura euryura,White-bellied Fantail,whbfan1,species,20294.0,WBFA,RHEU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura aureola,White-browed Fantail,whbfan2,species,20295.0,WBFA,RHAU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufidorsa,Rufous-backed Fantail,rubfan1,species,20301.0,RBFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura brachyrhyncha,Dimorphic Fantail,dimfan1,species,20305.0,DIFA,RHBR,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura dahli,Bismarck Fantail,bisfan1,species,20306.0,BIFA,RHDA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura matthiae,Mussau Fantail,matfan1,species,20309.0,MUFA,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura malaitae,Malaita Fantail,malfan1,species,20310.0,MAFA,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura teysmanni,Sulawesi Fantail,rubfan2,species,20311.0,RBFA SUFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura habibiei,Peleng Fantail,pelfan1,species,20315.0,PEFA,RHHA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura sulaensis,Taliabu Fantail,rubfan3,species,20316.0,RBFA TAFA,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura superflua,Tawny-backed Fantail,cibfan1,species,20317.0,TBFA,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura dedemi,Streak-breasted Fantail,stbfan1,species,20318.0,SBFA,RHDE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura opistherythra,Long-tailed Fantail,lotfan1,species,20319.0,LTFA,RHOP,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura lepida,Palau Fantail,palfan1,species,20320.0,PAFA,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura semirubra,Manus Fantail,manfan2,species,20321.0,MAFA,RHSE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura semicollaris,Supertramp Fantail,arafan2,species,20322.0,SUFA ARFA,RHSE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura dryas,Arafura Fantail,arafan1,species,20334.0,ARFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura torrida,Gilolo Fantail,ruffan3,species,20337.0,RUFA GIFA,RHTO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufifrons,Australian Rufous Fantail,ruffan13,species,20338.0,RUFA ARFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura louisiadensis,Louisiade Fantail,ruffan4,species,20342.0,RUFA LOFA,RHLO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura melanolaema,Santa Cruz Fantail,sacfan1,species,20343.0,SCFA,RHME,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura versicolor,Micronesian Rufous Fantail,mirfan1,species,20348.0,MRFA,RHVE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufofronta,Solomons Rufous Fantail,sorfan1,species,20354.0,SRFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura kubaryi,Pohnpei Fantail,pohfan1,species,20364.0,POFA,RHKU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albolimbata,Friendly Fantail,frifan1,species,20365.0,FRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura hyperythra,Chestnut-bellied Fantail,chbfan1,species,20368.0,CBFA,RHHY,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura drownei,Bougainville Fantail,brnfan1,species,20372.0,BOFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura ocularis,Guadalcanal Fantail,brnfan2,species,20373.0,GUFA,RHOC,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura spilodera,Vanuatu Streaked Fantail,strfan2,species,20374.0,VSFA,RHSP,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura layardi,Fiji Streaked Fantail,fisfan1,species,20375.0,FSFA,RHLA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura verreauxi,New Caledonian Streaked Fantail,strfan5,species,20379.0,NCSF,RHVE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura tenebrosa,Dusky Fantail,dusfan1,species,20380.0,MAFA DUFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rennelliana,Rennell Fantail,renfan1,species,20381.0,REFA,RHRE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura personata,Kadavu Fantail,kanfan1,species,20382.0,KAFA,RHPE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura nebulosa,Samoan Fantail,samfan1,species,20383.0,SAFA,RHNE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albiscapa,Gray Fantail,gryfan1,species,20386.0,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura phasiana,Mangrove Fantail,manfan1,species,20396.0,MAFA MGFA,RHPH,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura fuliginosa,New Zealand Fantail,nezfan1,species,20397.0,NZFA,RHFU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Dicrurus sharpei,Sharpe's Drongo,shadro2,species,20405.0,SHDR,DISH,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus ludwigii,Square-tailed Drongo,cstdro1,species,20408.0,STDR,DILU,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus atripennis,Shining Drongo,shidro1,species,20414.0,SHDR,DIAT,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus adsimilis,Fork-tailed Drongo,fotdro5,species,20415.0,FTDR,DIAD,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus modestus,Velvet-mantled Drongo,vemdro6,species,20424.0,VMDR,DIMO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus aldabranus,Aldabra Drongo,alddro1,species,20428.0,ALDR,DIAL,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus fuscipennis,Grande Comore Drongo,comdro1,species,20429.0,CODR GCDR,DIFU,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus forficatus,Crested Drongo,credro1,species,20430.0,CRDR,DIFO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus waldenii,Mayotte Drongo,maydro1,species,20433.0,MADR,DIWA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus macrocercus,Black Drongo,bladro1,species,20434.0,BLDR,DIMA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus leucophaeus,Ashy Drongo,ashdro1,species,20442.0,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus caerulescens,White-bellied Drongo,whbdro1,species,20464.0,WBDR,DICA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus annectens,Crow-billed Drongo,crbdro1,species,20469.0,CBDR,DIAN,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus aeneus,Bronzed Drongo,brodro1,species,20470.0,BRDR,DIAE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus remifer,Lesser Racket-tailed Drongo,lrtdro1,species,20474.0,LRTD,DIRE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus hottentottus,Hair-crested Drongo,hacdro1,species,20479.0,HCDR HCTD,DIHO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus striatus,Short-tailed Drongo,hacdro3,species,20494.0,STDR,DIST,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus palawanensis,Palawan Drongo,paldro1,species,20497.0,PADR,DIPA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus balicassius,Balicassiao,balica1,species,20500.0,BALI,DIBA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus montanus,Sulawesi Drongo,suldro1,species,20505.0,SUDR,DIMO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus sumatranus,Sumatran Drongo,sumdro1,species,20506.0,SUDR,DISU,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus densus,Wallacean Drongo,waldro1,species,20507.0,WADR,DIDE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus megarhynchus,Ribbon-tailed Drongo,ritdro1,species,20514.0,PADR RTDR,DIME,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus bracteatus,Spangled Drongo,spadro1,species,20515.0,SPDR ASDR,DIBR,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus menagei,Tablas Drongo,tabdro1,species,20529.0,TADR,DIME,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus andamanensis,Andaman Drongo,anddro1,species,20530.0,ANDR,DIAN,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus paradiseus,Greater Racket-tailed Drongo,grtdro1,species,20533.0,GRTD,DIPA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus lophorinus,Sri Lanka Drongo,srldro1,species,20548.0,SLDR,DILO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Lycocorax pyrrhopterus,Halmahera Paradise-crow,paradi2,species,20551.0,HAPC HPCR,LYPY,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Lycocorax obiensis,Obi Paradise-crow,paradi3,species,20554.0,OPCR OBPC,LYOB,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Phonygammus keraudrenii,Trumpet Manucode,truman1,species,20555.0,TRMA,PHKE,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Manucodia comrii,Curl-crested Manucode,cucman1,species,20565.0,CCMA,MACO,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
